Estado,Setor,Ano,CO2
AC,Agropecuária,1990,"5668645,681065876"
AC,Agropecuária,1991,"5883165,867229755"
AC,Agropecuária,1992,"5934655,838577482"
AC,Agropecuária,1993,"6435449,8719951175"
AC,Agropecuária,1994,"6804699,567367379"
AC,Agropecuária,1995,"6949523,341369608"
AC,Agropecuária,1996,"9439072,72264912"
AC,Agropecuária,1997,"9639813,775445925"
AC,Agropecuária,1998,"10135220,851109099"
AC,Agropecuária,1999,"10585773,33064323"
AC,Agropecuária,2000,"11552567,178307343"
AC,Agropecuária,2001,"16495813,939920314"
AC,Agropecuária,2002,"17038707,076735713"
AC,Agropecuária,2003,"17449725,481761422"
AC,Agropecuária,2004,"18907505,782729838"
AC,Agropecuária,2005,"20601200,083647802"
AC,Agropecuária,2006,"22009928,817138597"
AC,Agropecuária,2007,"20786776,639380433"
AC,Agropecuária,2008,"21725667,636902083"
AC,Agropecuária,2009,"22131726,968785565"
AC,Agropecuária,2010,"22690981,780580245"
AC,Agropecuária,2011,"21686271,654574"
AC,Agropecuária,2012,"22362291,334800567"
AC,Agropecuária,2013,"22542540,680997238"
AC,Agropecuária,2014,"23121559,314902965"
AC,Agropecuária,2015,"24001971,092637487"
AC,Agropecuária,2016,"24723372,31197244"
AC,Agropecuária,2017,"23969626,567838475"
AC,Agropecuária,2018,"26916738,208166648"
AC,Agropecuária,2019,"28683353,265861914"
AC,Agropecuária,2020,"31057783,724593475"
AC,Agropecuária,2021,"32962173,722149543"
AL,Agropecuária,1990,"21919870,173157666"
AL,Agropecuária,1991,"22773504,98943688"
AL,Agropecuária,1992,"21766447,688258573"
AL,Agropecuária,1993,"18954883,486265782"
AL,Agropecuária,1994,"21385438,798194036"
AL,Agropecuária,1995,"21727774,6791279"
AL,Agropecuária,1996,"21092493,467262737"
AL,Agropecuária,1997,"22692762,363821786"
AL,Agropecuária,1998,"21838891,585260432"
AL,Agropecuária,1999,"20995754,879783712"
AL,Agropecuária,2000,"20929367,128719985"
AL,Agropecuária,2001,"21678269,944789484"
AL,Agropecuária,2002,"22027988,489206325"
AL,Agropecuária,2003,"22127114,608139798"
AL,Agropecuária,2004,"22998600,93190951"
AL,Agropecuária,2005,"23191855,8356641"
AL,Agropecuária,2006,"22893469,74826595"
AL,Agropecuária,2007,"22656838,186032526"
AL,Agropecuária,2008,"21921331,703045145"
AL,Agropecuária,2009,"22013513,843545035"
AL,Agropecuária,2010,"23249235,0748368"
AL,Agropecuária,2011,"24268503,07538009"
AL,Agropecuária,2012,"24113448,218517523"
AL,Agropecuária,2013,"24947083,24240896"
AL,Agropecuária,2014,"25811888,73584494"
AL,Agropecuária,2015,"24841732,946155444"
AL,Agropecuária,2016,"24071324,93669546"
AL,Agropecuária,2017,"24705739,391484205"
AL,Agropecuária,2018,"24322535,564610437"
AL,Agropecuária,2019,"23575107,33529617"
AL,Agropecuária,2020,"24346860,787263177"
AL,Agropecuária,2021,"24826951,060209587"
AM,Agropecuária,1990,"9001288,906093644"
AM,Agropecuária,1991,"8935830,640445072"
AM,Agropecuária,1992,"9146842,85170659"
AM,Agropecuária,1993,"10065685,138342492"
AM,Agropecuária,1994,"10792580,039141728"
AM,Agropecuária,1995,"11273067,143336385"
AM,Agropecuária,1996,"10632423,139895212"
AM,Agropecuária,1997,"11509068,293386504"
AM,Agropecuária,1998,"12748738,740078364"
AM,Agropecuária,1999,"13309021,290582037"
AM,Agropecuária,2000,"13261399,256635355"
AM,Agropecuária,2001,"13204396,612731155"
AM,Agropecuária,2002,"13083541,053656043"
AM,Agropecuária,2003,"15008728,746045541"
AM,Agropecuária,2004,"15423801,310251324"
AM,Agropecuária,2005,"16067636,535411976"
AM,Agropecuária,2006,"16855743,695506334"
AM,Agropecuária,2007,"15937226,557917215"
AM,Agropecuária,2008,"16999567,509633675"
AM,Agropecuária,2009,"17389424,373911176"
AM,Agropecuária,2010,"18061138,11189852"
AM,Agropecuária,2011,"18462110,50048952"
AM,Agropecuária,2012,"18129413,496453293"
AM,Agropecuária,2013,"18240966,599748917"
AM,Agropecuária,2014,"18164331,357410498"
AM,Agropecuária,2015,"17490463,483191922"
AM,Agropecuária,2016,"18106603,51134512"
AM,Agropecuária,2017,"18498795,06540567"
AM,Agropecuária,2018,"18980360,127981964"
AM,Agropecuária,2019,"18978473,24888907"
AM,Agropecuária,2020,"19427082,062896032"
AM,Agropecuária,2021,"21055218,391695127"
AP,Agropecuária,1990,"1800536,5692507536"
AP,Agropecuária,1991,"1831656,6221855285"
AP,Agropecuária,1992,"1856547,7574759757"
AP,Agropecuária,1993,"2404159,4197871815"
AP,Agropecuária,1994,"2703796,7685536603"
AP,Agropecuária,1995,"2838683,2722091586"
AP,Agropecuária,1996,"2324394,5838702093"
AP,Agropecuária,1997,"2413066,3063495704"
AP,Agropecuária,1998,"2600010,8873500167"
AP,Agropecuária,1999,"2579333,872476665"
AP,Agropecuária,2000,"2666804,049457653"
AP,Agropecuária,2001,"2631376,0761022186"
AP,Agropecuária,2002,"2625863,452057595"
AP,Agropecuária,2003,"2535702,744256218"
AP,Agropecuária,2004,"2568134,2606220413"
AP,Agropecuária,2005,"2915251,8717388622"
AP,Agropecuária,2006,"3148081,4120188155"
AP,Agropecuária,2007,"3114671,5553488294"
AP,Agropecuária,2008,"3024485,2791073974"
AP,Agropecuária,2009,"3142841,423487391"
AP,Agropecuária,2010,"3333100,4998517535"
AP,Agropecuária,2011,"3563922,201634225"
AP,Agropecuária,2012,"3830002,8238188587"
AP,Agropecuária,2013,"3993201,0629854403"
AP,Agropecuária,2014,"4333110,116247649"
AP,Agropecuária,2015,"3753669,2487237067"
AP,Agropecuária,2016,"3967933,76100308"
AP,Agropecuária,2017,"4038868,2691205284"
AP,Agropecuária,2018,"3670332,8626309726"
AP,Agropecuária,2019,"3551682,9435156025"
AP,Agropecuária,2020,"3577638,221584339"
AP,Agropecuária,2021,"3319692,461418993"
BA,Agropecuária,1990,"197867980,0721998"
BA,Agropecuária,1991,"203786097,4203117"
BA,Agropecuária,1992,"207853621,92592847"
BA,Agropecuária,1993,"188332336,41398415"
BA,Agropecuária,1994,"189465698,89675778"
BA,Agropecuária,1995,"189263332,6789122"
BA,Agropecuária,1996,"185103047,20731178"
BA,Agropecuária,1997,"189234149,04211253"
BA,Agropecuária,1998,"181483809,59598705"
BA,Agropecuária,1999,"184718190,72426546"
BA,Agropecuária,2000,"192181109,1862035"
BA,Agropecuária,2001,"191128883,0882843"
BA,Agropecuária,2002,"189087728,006896"
BA,Agropecuária,2003,"192280551,43854558"
BA,Agropecuária,2004,"191585495,7466665"
BA,Agropecuária,2005,"191707915,9553488"
BA,Agropecuária,2006,"192381014,83160248"
BA,Agropecuária,2007,"195434335,45810172"
BA,Agropecuária,2008,"191926267,5094539"
BA,Agropecuária,2009,"193644908,50984904"
BA,Agropecuária,2010,"204702471,68322143"
BA,Agropecuária,2011,"208814434,77159882"
BA,Agropecuária,2012,"203378094,6128974"
BA,Agropecuária,2013,"213403492,258351"
BA,Agropecuária,2014,"222121506,8408574"
BA,Agropecuária,2015,"218397190,62443465"
BA,Agropecuária,2016,"209991594,84100762"
BA,Agropecuária,2017,"202612904,7590359"
BA,Agropecuária,2018,"194883722,857462"
BA,Agropecuária,2019,"185619191,68542084"
BA,Agropecuária,2020,"183719643,86432073"
BA,Agropecuária,2021,"195174598,17666572"
CE,Agropecuária,1990,"36794769,63263251"
CE,Agropecuária,1991,"41302327,0361067"
CE,Agropecuária,1992,"39147943,571787946"
CE,Agropecuária,1993,"29726749,19880389"
CE,Agropecuária,1994,"38342806,72637403"
CE,Agropecuária,1995,"37536952,43363868"
CE,Agropecuária,1996,"34258094,611492686"
CE,Agropecuária,1997,"34001012,05268662"
CE,Agropecuária,1998,"31362946,865402058"
CE,Agropecuária,1999,"35891630,24883391"
CE,Agropecuária,2000,"37830034,62891921"
CE,Agropecuária,2001,"36976777,90050229"
CE,Agropecuária,2002,"38960582,23679204"
CE,Agropecuária,2003,"40900027,07481949"
CE,Agropecuária,2004,"40378621,69401922"
CE,Agropecuária,2005,"40494418,86044878"
CE,Agropecuária,2006,"41952477,72592335"
CE,Agropecuária,2007,"42943600,78551864"
CE,Agropecuária,2008,"43488614,37546578"
CE,Agropecuária,2009,"41787368,97290765"
CE,Agropecuária,2010,"41885423,63295414"
CE,Agropecuária,2011,"46070542,24967822"
CE,Agropecuária,2012,"46128667,724229746"
CE,Agropecuária,2013,"43140452,250073746"
CE,Agropecuária,2014,"47527100,73766023"
CE,Agropecuária,2015,"46050766,8070659"
CE,Agropecuária,2016,"43790084,585222475"
CE,Agropecuária,2017,"41993428,98152242"
CE,Agropecuária,2018,"41218690,53667143"
CE,Agropecuária,2019,"39160255,22057246"
CE,Agropecuária,2020,"39985947,605111316"
CE,Agropecuária,2021,"39651080,57339458"
DF,Agropecuária,1990,"2293501,5296291444"
DF,Agropecuária,1991,"2282369,7856801664"
DF,Agropecuária,1992,"2306367,412061831"
DF,Agropecuária,1993,"2372981,4112488236"
DF,Agropecuária,1994,"2434137,4426222057"
DF,Agropecuária,1995,"2407730,9968155646"
DF,Agropecuária,1996,"2254065,587297585"
DF,Agropecuária,1997,"2266979,7494314695"
DF,Agropecuária,1998,"2190532,6160674384"
DF,Agropecuária,1999,"2193506,8648537765"
DF,Agropecuária,2000,"2294570,8692873386"
DF,Agropecuária,2001,"2251960,1512891417"
DF,Agropecuária,2002,"2300793,424587504"
DF,Agropecuária,2003,"2374693,994271623"
DF,Agropecuária,2004,"2306665,838829527"
DF,Agropecuária,2005,"2362707,7880286844"
DF,Agropecuária,2006,"2207561,7505323137"
DF,Agropecuária,2007,"2284889,976901155"
DF,Agropecuária,2008,"2130883,48642973"
DF,Agropecuária,2009,"2164395,5224882998"
DF,Agropecuária,2010,"2189209,1321451697"
DF,Agropecuária,2011,"2366750,694196597"
DF,Agropecuária,2012,"2437606,6844157414"
DF,Agropecuária,2013,"2493273,6119804922"
DF,Agropecuária,2014,"3045586,586598893"
DF,Agropecuária,2015,"2711035,100077631"
DF,Agropecuária,2016,"2796611,322879579"
DF,Agropecuária,2017,"2742291,246947346"
DF,Agropecuária,2018,"2628157,7869374794"
DF,Agropecuária,2019,"2491837,0119703473"
DF,Agropecuária,2020,"2646819,1028824486"
DF,Agropecuária,2021,"2531493,3252003323"
ES,Agropecuária,1990,"35027349,005043335"
ES,Agropecuária,1991,"35723890,930892766"
ES,Agropecuária,1992,"35476376,39667108"
ES,Agropecuária,1993,"36680658,48132177"
ES,Agropecuária,1994,"36475900,27177575"
ES,Agropecuária,1995,"36399432,10767723"
ES,Agropecuária,1996,"33751037,983081184"
ES,Agropecuária,1997,"35235596,56470224"
ES,Agropecuária,1998,"35186292,66892801"
ES,Agropecuária,1999,"34816039,82103138"
ES,Agropecuária,2000,"34671746,4362317"
ES,Agropecuária,2001,"32631478,46187214"
ES,Agropecuária,2002,"32080558,4541196"
ES,Agropecuária,2003,"32093698,648142338"
ES,Agropecuária,2004,"32624210,20328797"
ES,Agropecuária,2005,"34521568,404340796"
ES,Agropecuária,2006,"34609968,157934025"
ES,Agropecuária,2007,"34653364,01035413"
ES,Agropecuária,2008,"34535814,277757436"
ES,Agropecuária,2009,"35123533,494286075"
ES,Agropecuária,2010,"34808037,41963376"
ES,Agropecuária,2011,"35112744,239689395"
ES,Agropecuária,2012,"35921294,21381133"
ES,Agropecuária,2013,"36503881,03271663"
ES,Agropecuária,2014,"37842848,249524534"
ES,Agropecuária,2015,"36819560,7339842"
ES,Agropecuária,2016,"35018298,823261075"
ES,Agropecuária,2017,"33083170,952665124"
ES,Agropecuária,2018,"31054602,016768448"
ES,Agropecuária,2019,"30316465,605258916"
ES,Agropecuária,2020,"31005684,21594468"
ES,Agropecuária,2021,"32090020,701424602"
GO,Agropecuária,1990,"252688924,0470576"
GO,Agropecuária,1991,"261457592,63973555"
GO,Agropecuária,1992,"262145704,08593464"
GO,Agropecuária,1993,"267095350,9150858"
GO,Agropecuária,1994,"267011862,61600924"
GO,Agropecuária,1995,"267042143,13159862"
GO,Agropecuária,1996,"247807537,2175146"
GO,Agropecuária,1997,"248058299,48520908"
GO,Agropecuária,1998,"255886559,0945104"
GO,Agropecuária,1999,"258739880,80018854"
GO,Agropecuária,2000,"262655894,41862667"
GO,Agropecuária,2001,"265414762,57062203"
GO,Agropecuária,2002,"273079221,8052114"
GO,Agropecuária,2003,"273357717,17395896"
GO,Agropecuária,2004,"273769662,49074334"
GO,Agropecuária,2005,"273732866,43146795"
GO,Agropecuária,2006,"267432769,79369"
GO,Agropecuária,2007,"260672264,12747025"
GO,Agropecuária,2008,"264747769,10984015"
GO,Agropecuária,2009,"268263043,84600532"
GO,Agropecuária,2010,"276236529,2808833"
GO,Agropecuária,2011,"279608191,529661"
GO,Agropecuária,2012,"285778136,32138324"
GO,Agropecuária,2013,"282424523,1201783"
GO,Agropecuária,2014,"286165653,87238747"
GO,Agropecuária,2015,"285059298,0381361"
GO,Agropecuária,2016,"292563128,1659486"
GO,Agropecuária,2017,"289900409,80126685"
GO,Agropecuária,2018,"285746853,13892984"
GO,Agropecuária,2019,"283207565,93949795"
GO,Agropecuária,2020,"291846993,34707516"
GO,Agropecuária,2021,"301679033,8658135"
MA,Agropecuária,1990,"66881144,76271237"
MA,Agropecuária,1991,"68612681,135816"
MA,Agropecuária,1992,"68043065,97171934"
MA,Agropecuária,1993,"70040630,10130256"
MA,Agropecuária,1994,"72465216,62026536"
MA,Agropecuária,1995,"73269567,65642639"
MA,Agropecuária,1996,"63905032,95995494"
MA,Agropecuária,1997,"63806174,082993366"
MA,Agropecuária,1998,"66309423,96237205"
MA,Agropecuária,1999,"67713919,80270246"
MA,Agropecuária,2000,"70222638,53514013"
MA,Agropecuária,2001,"73799464,26839282"
MA,Agropecuária,2002,"76335925,4837462"
MA,Agropecuária,2003,"83906749,22381084"
MA,Agropecuária,2004,"86919274,56017788"
MA,Agropecuária,2005,"90584892,2716636"
MA,Agropecuária,2006,"92496247,16837059"
MA,Agropecuária,2007,"91403485,73147857"
MA,Agropecuária,2008,"92334179,94002534"
MA,Agropecuária,2009,"92880504,46828699"
MA,Agropecuária,2010,"95687549,03763306"
MA,Agropecuária,2011,"96124204,66174039"
MA,Agropecuária,2012,"97593385,37574027"
MA,Agropecuária,2013,"101561209,08027413"
MA,Agropecuária,2014,"105347061,93647262"
MA,Agropecuária,2015,"101943476,67714658"
MA,Agropecuária,2016,"99147457,00107537"
MA,Agropecuária,2017,"98149634,77549905"
MA,Agropecuária,2018,"97547833,8877212"
MA,Agropecuária,2019,"95964573,37048884"
MA,Agropecuária,2020,"99669186,22227028"
MA,Agropecuária,2021,"103419241,88708875"
MG,Agropecuária,1990,"360880599,23923737"
MG,Agropecuária,1991,"364261980,4765041"
MG,Agropecuária,1992,"367938982,4580961"
MG,Agropecuária,1993,"369200606,8322332"
MG,Agropecuária,1994,"366798653,75704825"
MG,Agropecuária,1995,"361128907,7802643"
MG,Agropecuária,1996,"348722138,048614"
MG,Agropecuária,1997,"351825411,9093791"
MG,Agropecuária,1998,"353944663,5459589"
MG,Agropecuária,1999,"350474119,44105"
MG,Agropecuária,2000,"351679043,55647767"
MG,Agropecuária,2001,"349698629,1637638"
MG,Agropecuária,2002,"345938012,920256"
MG,Agropecuária,2003,"348284804,1906709"
MG,Agropecuária,2004,"350278393,82140183"
MG,Agropecuária,2005,"352788633,93534946"
MG,Agropecuária,2006,"354595506,29611915"
MG,Agropecuária,2007,"350077272,9562521"
MG,Agropecuária,2008,"342579032,1750566"
MG,Agropecuária,2009,"343093776,8468005"
MG,Agropecuária,2010,"347689959,0450529"
MG,Agropecuária,2011,"357023448,2258804"
MG,Agropecuária,2012,"370230056,2735205"
MG,Agropecuária,2013,"372564459,61538994"
MG,Agropecuária,2014,"372740668,3302283"
MG,Agropecuária,2015,"367302661,842301"
MG,Agropecuária,2016,"364566530,2887857"
MG,Agropecuária,2017,"335917655,131726"
MG,Agropecuária,2018,"321957584,82575536"
MG,Agropecuária,2019,"315629287,4417476"
MG,Agropecuária,2020,"318206157,72916317"
MG,Agropecuária,2021,"327255449,1509613"
MS,Agropecuária,1990,"270914346,4797175"
MS,Agropecuária,1991,"274550160,64750487"
MS,Agropecuária,1992,"283628797,8702005"
MS,Agropecuária,1993,"298681901,2260339"
MS,Agropecuária,1994,"304771982,552717"
MS,Agropecuária,1995,"305633531,97775924"
MS,Agropecuária,1996,"285581441,04265964"
MS,Agropecuária,1997,"288411516,04302645"
MS,Agropecuária,1998,"292453941,16316485"
MS,Agropecuária,1999,"292959837,99863994"
MS,Agropecuária,2000,"298227192,5384122"
MS,Agropecuária,2001,"302556584,0384113"
MS,Agropecuária,2002,"303683583,59617615"
MS,Agropecuária,2003,"321473178,31410015"
MS,Agropecuária,2004,"320538518,184084"
MS,Agropecuária,2005,"316355775,6219538"
MS,Agropecuária,2006,"308921816,2176259"
MS,Agropecuária,2007,"291997564,5238798"
MS,Agropecuária,2008,"297246619,02106446"
MS,Agropecuária,2009,"295350542,032588"
MS,Agropecuária,2010,"297911835,52581054"
MS,Agropecuária,2011,"287389843,4189972"
MS,Agropecuária,2012,"290632267,80303735"
MS,Agropecuária,2013,"288474486,56527025"
MS,Agropecuária,2014,"289060520,5865816"
MS,Agropecuária,2015,"290975546,2625998"
MS,Agropecuária,2016,"294352314,3623578"
MS,Agropecuária,2017,"292702783,6903541"
MS,Agropecuária,2018,"285457039,57214653"
MS,Agropecuária,2019,"271778785,52044845"
MS,Agropecuária,2020,"273284285,5163679"
MS,Agropecuária,2021,"270800725,15148675"
MT,Agropecuária,1990,"152094529,515134"
MT,Agropecuária,1991,"159371362,4474194"
MT,Agropecuária,1992,"171101106,63528603"
MT,Agropecuária,1993,"189963504,05743918"
MT,Agropecuária,1994,"206016616,48760283"
MT,Agropecuária,1995,"223191152,58627525"
MT,Agropecuária,1996,"232868708,00175667"
MT,Agropecuária,1997,"242911382,3798356"
MT,Agropecuária,1998,"253861169,67004856"
MT,Agropecuária,1999,"264351732,3236941"
MT,Agropecuária,2000,"287317040,89346987"
MT,Agropecuária,2001,"295343245,2293637"
MT,Agropecuária,2002,"321642242,5436565"
MT,Agropecuária,2003,"350688116,43039"
MT,Agropecuária,2004,"372796605,9913352"
MT,Agropecuária,2005,"376039610,4878228"
MT,Agropecuária,2006,"360535212,7895887"
MT,Agropecuária,2007,"355517708,21383184"
MT,Agropecuária,2008,"367364635,47995853"
MT,Agropecuária,2009,"377897995,9638409"
MT,Agropecuária,2010,"395065920,23345524"
MT,Agropecuária,2011,"394497650,0073412"
MT,Agropecuária,2012,"401195708,4377907"
MT,Agropecuária,2013,"401527958,08757114"
MT,Agropecuária,2014,"403704409,9587281"
MT,Agropecuária,2015,"410997006,4645087"
MT,Agropecuária,2016,"415575512,7077442"
MT,Agropecuária,2017,"424355052,73202515"
MT,Agropecuária,2018,"430466585,05896026"
MT,Agropecuária,2019,"444052858,5670225"
MT,Agropecuária,2020,"459000239,19554794"
MT,Agropecuária,2021,"471508503,3460989"
PA,Agropecuária,1990,"99925686,63720413"
PA,Agropecuária,1991,"105457152,99893177"
PA,Agropecuária,1992,"111403883,79141214"
PA,Agropecuária,1993,"119080703,47946209"
PA,Agropecuária,1994,"122575241,27990873"
PA,Agropecuária,1995,"131754568,92162983"
PA,Agropecuária,1996,"117179161,45830785"
PA,Agropecuária,1997,"126603544,83536361"
PA,Agropecuária,1998,"136698020,47776368"
PA,Agropecuária,1999,"144508752,3477337"
PA,Agropecuária,2000,"157603161,67052203"
PA,Agropecuária,2001,"164351475,1342986"
PA,Agropecuária,2002,"170747482,1675623"
PA,Agropecuária,2003,"184164110,23778376"
PA,Agropecuária,2004,"216892371,45338073"
PA,Agropecuária,2005,"223850419,35898364"
PA,Agropecuária,2006,"220423946,80778596"
PA,Agropecuária,2007,"202813103,7841074"
PA,Agropecuária,2008,"210009855,38721076"
PA,Agropecuária,2009,"216224088,1401729"
PA,Agropecuária,2010,"222768097,24000877"
PA,Agropecuária,2011,"222940677,35758245"
PA,Agropecuária,2012,"226831965,30232593"
PA,Agropecuária,2013,"233094857,75375158"
PA,Agropecuária,2014,"240807467,38176584"
PA,Agropecuária,2015,"244600516,7638678"
PA,Agropecuária,2016,"246242015,46412465"
PA,Agropecuária,2017,"244713929,22105733"
PA,Agropecuária,2018,"238386052,35079607"
PA,Agropecuária,2019,"238007015,404473"
PA,Agropecuária,2020,"250840564,25854588"
PA,Agropecuária,2021,"265815944,91089207"
PB,Agropecuária,1990,"22420300,545272097"
PB,Agropecuária,1991,"23211060,73164645"
PB,Agropecuária,1992,"22930409,39952591"
PB,Agropecuária,1993,"15150203,799608432"
PB,Agropecuária,1994,"18977744,04470004"
PB,Agropecuária,1995,"19978963,907481443"
PB,Agropecuária,1996,"20680577,087529562"
PB,Agropecuária,1997,"21044034,143209957"
PB,Agropecuária,1998,"15659813,47947951"
PB,Agropecuária,1999,"16104751,675594615"
PB,Agropecuária,2000,"18470520,600490388"
PB,Agropecuária,2001,"16244210,007857492"
PB,Agropecuária,2002,"17919529,147598475"
PB,Agropecuária,2003,"18794631,449039068"
PB,Agropecuária,2004,"18977950,902123284"
PB,Agropecuária,2005,"19534134,211311214"
PB,Agropecuária,2006,"19587262,766169332"
PB,Agropecuária,2007,"18681183,930592164"
PB,Agropecuária,2008,"18990883,21292319"
PB,Agropecuária,2009,"18687125,60575963"
PB,Agropecuária,2010,"18154984,605510894"
PB,Agropecuária,2011,"20794738,87681375"
PB,Agropecuária,2012,"17819425,544225376"
PB,Agropecuária,2013,"18909903,564388186"
PB,Agropecuária,2014,"21066522,99722517"
PB,Agropecuária,2015,"20892337,850050002"
PB,Agropecuária,2016,"21289327,929961327"
PB,Agropecuária,2017,"21053069,01298149"
PB,Agropecuária,2018,"21150253,197415616"
PB,Agropecuária,2019,"20477234,96029514"
PB,Agropecuária,2020,"21121608,84656482"
PB,Agropecuária,2021,"20182352,78374448"
PE,Agropecuária,1990,"41712461,77422043"
PE,Agropecuária,1991,"43631816,50943724"
PE,Agropecuária,1992,"42351193,12383834"
PE,Agropecuária,1993,"33235211,03475191"
PE,Agropecuária,1994,"38808901,72845376"
PE,Agropecuária,1995,"38448903,53666015"
PE,Agropecuária,1996,"42861872,37577477"
PE,Agropecuária,1997,"40484645,70331654"
PE,Agropecuária,1998,"35458583,20561795"
PE,Agropecuária,1999,"35350637,91048186"
PE,Agropecuária,2000,"38717777,419687495"
PE,Agropecuária,2001,"39215610,73090106"
PE,Agropecuária,2002,"41525890,482011765"
PE,Agropecuária,2003,"41113607,47239931"
PE,Agropecuária,2004,"41760721,59244408"
PE,Agropecuária,2005,"43425776,32781115"
PE,Agropecuária,2006,"44207637,41223364"
PE,Agropecuária,2007,"43437128,79805934"
PE,Agropecuária,2008,"43460796,295763806"
PE,Agropecuária,2009,"43919756,61250242"
PE,Agropecuária,2010,"45482827,19527737"
PE,Agropecuária,2011,"49002343,80032488"
PE,Agropecuária,2012,"43607160,43588022"
PE,Agropecuária,2013,"43338136,75630569"
PE,Agropecuária,2014,"46821833,80634996"
PE,Agropecuária,2015,"46673654,97210321"
PE,Agropecuária,2016,"45616034,48767391"
PE,Agropecuária,2017,"44436359,691555895"
PE,Agropecuária,2018,"43790480,881515585"
PE,Agropecuária,2019,"43456406,96563184"
PE,Agropecuária,2020,"45024874,74907345"
PE,Agropecuária,2021,"45470901,25861287"
PI,Agropecuária,1990,"33622625,427959904"
PI,Agropecuária,1991,"35666788,747744344"
PI,Agropecuária,1992,"34576948,7137082"
PI,Agropecuária,1993,"32850782,807067234"
PI,Agropecuária,1994,"35266789,31952309"
PI,Agropecuária,1995,"35671788,726230554"
PI,Agropecuária,1996,"27658439,190794375"
PI,Agropecuária,1997,"28209897,0882198"
PI,Agropecuária,1998,"28582927,97740839"
PI,Agropecuária,1999,"29626154,018195268"
PI,Agropecuária,2000,"30173033,78980112"
PI,Agropecuária,2001,"29979900,800105747"
PI,Agropecuária,2002,"29658837,746692758"
PI,Agropecuária,2003,"30669135,041913345"
PI,Agropecuária,2004,"31022603,47026764"
PI,Agropecuária,2005,"32323930,828744203"
PI,Agropecuária,2006,"32291954,38254048"
PI,Agropecuária,2007,"30844064,66380432"
PI,Agropecuária,2008,"31019639,966463633"
PI,Agropecuária,2009,"29890876,92654414"
PI,Agropecuária,2010,"30129419,689551488"
PI,Agropecuária,2011,"31919005,74112087"
PI,Agropecuária,2012,"31924199,988470882"
PI,Agropecuária,2013,"31744785,38309631"
PI,Agropecuária,2014,"33846049,94695632"
PI,Agropecuária,2015,"32357270,349898353"
PI,Agropecuária,2016,"30879652,790801898"
PI,Agropecuária,2017,"33324103,906924438"
PI,Agropecuária,2018,"31550188,60896099"
PI,Agropecuária,2019,"29909453,506166056"
PI,Agropecuária,2020,"30138016,238911945"
PI,Agropecuária,2021,"29937774,39804469"
PR,Agropecuária,1990,"155502236,74461114"
PR,Agropecuária,1991,"154582910,23927304"
PR,Agropecuária,1992,"155337263,01963538"
PR,Agropecuária,1993,"155823001,75630778"
PR,Agropecuária,1994,"156891576,8612977"
PR,Agropecuária,1995,"157917717,60784775"
PR,Agropecuária,1996,"159934065,6451511"
PR,Agropecuária,1997,"155217281,50017166"
PR,Agropecuária,1998,"153039650,5159881"
PR,Agropecuária,1999,"148741419,11324787"
PR,Agropecuária,2000,"146329390,77424002"
PR,Agropecuária,2001,"151111676,78146392"
PR,Agropecuária,2002,"150922689,6049435"
PR,Agropecuária,2003,"162737587,5819293"
PR,Agropecuária,2004,"158741359,45716646"
PR,Agropecuária,2005,"147461971,44647965"
PR,Agropecuária,2006,"140279963,81362027"
PR,Agropecuária,2007,"145499982,5792504"
PR,Agropecuária,2008,"147989083,56521735"
PR,Agropecuária,2009,"149858776,07240745"
PR,Agropecuária,2010,"149628192,41295135"
PR,Agropecuária,2011,"150312682,6502102"
PR,Agropecuária,2012,"151630029,927439"
PR,Agropecuária,2013,"156660464,38788977"
PR,Agropecuária,2014,"159500375,39350104"
PR,Agropecuária,2015,"162045362,51348436"
PR,Agropecuária,2016,"164154395,5259627"
PR,Agropecuária,2017,"162005325,28299406"
PR,Agropecuária,2018,"161133009,4351531"
PR,Agropecuária,2019,"157667471,6985441"
PR,Agropecuária,2020,"157181461,1171845"
PR,Agropecuária,2021,"154976671,99843675"
RJ,Agropecuária,1990,"32353001,483777914"
RJ,Agropecuária,1991,"32656545,788570933"
RJ,Agropecuária,1992,"32658679,66559051"
RJ,Agropecuária,1993,"32742975,361060247"
RJ,Agropecuária,1994,"32766200,64622172"
RJ,Agropecuária,1995,"31756967,837791212"
RJ,Agropecuária,1996,"30617083,671452854"
RJ,Agropecuária,1997,"30422700,57278572"
RJ,Agropecuária,1998,"30734499,97386575"
RJ,Agropecuária,1999,"30600899,789056744"
RJ,Agropecuária,2000,"31358063,21782119"
RJ,Agropecuária,2001,"31257175,722554762"
RJ,Agropecuária,2002,"30374620,47885866"
RJ,Agropecuária,2003,"30227363,023841437"
RJ,Agropecuária,2004,"30547370,56225025"
RJ,Agropecuária,2005,"31046302,990689814"
RJ,Agropecuária,2006,"30641128,77860403"
RJ,Agropecuária,2007,"29500375,741955776"
RJ,Agropecuária,2008,"29648752,19001894"
RJ,Agropecuária,2009,"29429575,077245723"
RJ,Agropecuária,2010,"29187533,042811707"
RJ,Agropecuária,2011,"29229564,885983482"
RJ,Agropecuária,2012,"30573227,132047877"
RJ,Agropecuária,2013,"31635799,508716196"
RJ,Agropecuária,2014,"32199939,429113284"
RJ,Agropecuária,2015,"31630812,64357998"
RJ,Agropecuária,2016,"31263763,332053248"
RJ,Agropecuária,2017,"30858050,641694494"
RJ,Agropecuária,2018,"30041690,363902926"
