Estado,Setor,Ano,CO2
PE,Mudança de Uso da Terra e Floresta,2007,"11791738,18667"
PE,Mudança de Uso da Terra e Floresta,2008,"13105548,4200003"
PE,Mudança de Uso da Terra e Floresta,2009,"10474269,959997"
PE,Mudança de Uso da Terra e Floresta,2010,"14734303,360006"
PE,Mudança de Uso da Terra e Floresta,2011,"15495665,0"
PE,Mudança de Uso da Terra e Floresta,2012,"29773244,879997"
PE,Mudança de Uso da Terra e Floresta,2013,"15853118,299996"
PE,Mudança de Uso da Terra e Floresta,2014,"10731347,646673"
PE,Mudança de Uso da Terra e Floresta,2015,"13997952,99667"
PE,Mudança de Uso da Terra e Floresta,2016,"8703677,15"
PE,Mudança de Uso da Terra e Floresta,2017,"6391240,553334"
PE,Mudança de Uso da Terra e Floresta,2018,"5585534,163337"
PE,Mudança de Uso da Terra e Floresta,2019,"5901613,0"
PE,Mudança de Uso da Terra e Floresta,2020,"7828386,0"
PE,Mudança de Uso da Terra e Floresta,2021,"8968090,0"
PI,Mudança de Uso da Terra e Floresta,1990,"28205726,67333333"
PI,Mudança de Uso da Terra e Floresta,1991,"25458188,83666633"
PI,Mudança de Uso da Terra e Floresta,1992,"23213400,856667"
PI,Mudança de Uso da Terra e Floresta,1993,"20474617,98333367"
PI,Mudança de Uso da Terra e Floresta,1994,"19556652,50333333"
PI,Mudança de Uso da Terra e Floresta,1995,"18932718,88333667"
PI,Mudança de Uso da Terra e Floresta,1996,"20834557,9333337"
PI,Mudança de Uso da Terra e Floresta,1997,"25163664,09667"
PI,Mudança de Uso da Terra e Floresta,1998,"30774002,123337"
PI,Mudança de Uso da Terra e Floresta,1999,"37452763,41333"
PI,Mudança de Uso da Terra e Floresta,2000,"28161450,62667"
PI,Mudança de Uso da Terra e Floresta,2001,"47003709,98"
PI,Mudança de Uso da Terra e Floresta,2002,"25724523,4466667"
PI,Mudança de Uso da Terra e Floresta,2003,"24801788,186667"
PI,Mudança de Uso da Terra e Floresta,2004,"79144457,770003"
PI,Mudança de Uso da Terra e Floresta,2005,"49870566,48333"
PI,Mudança de Uso da Terra e Floresta,2006,"29890025,249997"
PI,Mudança de Uso da Terra e Floresta,2007,"32567949,82667"
PI,Mudança de Uso da Terra e Floresta,2008,"44352359,990003"
PI,Mudança de Uso da Terra e Floresta,2009,"30802493,19667"
PI,Mudança de Uso da Terra e Floresta,2010,"68347958,37333"
PI,Mudança de Uso da Terra e Floresta,2011,"37710996,739997"
PI,Mudança de Uso da Terra e Floresta,2012,"109411452,02333"
PI,Mudança de Uso da Terra e Floresta,2013,"78403796,32333"
PI,Mudança de Uso da Terra e Floresta,2014,"65985541,426663"
PI,Mudança de Uso da Terra e Floresta,2015,"55443409,099997"
PI,Mudança de Uso da Terra e Floresta,2016,"31925031,053333"
PI,Mudança de Uso da Terra e Floresta,2017,"41735002,47"
PI,Mudança de Uso da Terra e Floresta,2018,"35500982,959997"
PI,Mudança de Uso da Terra e Floresta,2019,"43856027,0"
PI,Mudança de Uso da Terra e Floresta,2020,"46489648,0"
PI,Mudança de Uso da Terra e Floresta,2021,"25422419,0"
PR,Mudança de Uso da Terra e Floresta,1990,"173464279,49"
PR,Mudança de Uso da Terra e Floresta,1991,"160872292,82"
PR,Mudança de Uso da Terra e Floresta,1992,"127998575,66"
PR,Mudança de Uso da Terra e Floresta,1993,"125029484,73"
PR,Mudança de Uso da Terra e Floresta,1994,"120381984,15"
PR,Mudança de Uso da Terra e Floresta,1995,"121354534,11"
PR,Mudança de Uso da Terra e Floresta,1996,"103833515,67"
PR,Mudança de Uso da Terra e Floresta,1997,"113686482,95"
PR,Mudança de Uso da Terra e Floresta,1998,"85969627,88"
PR,Mudança de Uso da Terra e Floresta,1999,"116235713,04"
PR,Mudança de Uso da Terra e Floresta,2000,"104130689,28"
PR,Mudança de Uso da Terra e Floresta,2001,"89188271,61"
PR,Mudança de Uso da Terra e Floresta,2002,"88951177,06"
PR,Mudança de Uso da Terra e Floresta,2003,"86678204,53"
PR,Mudança de Uso da Terra e Floresta,2004,"69525043,0"
PR,Mudança de Uso da Terra e Floresta,2005,"65040154,99"
PR,Mudança de Uso da Terra e Floresta,2006,"77034992,18"
PR,Mudança de Uso da Terra e Floresta,2007,"68337001,48"
PR,Mudança de Uso da Terra e Floresta,2008,"62670689,98"
PR,Mudança de Uso da Terra e Floresta,2009,"53558149,88"
PR,Mudança de Uso da Terra e Floresta,2010,"53747309,97"
PR,Mudança de Uso da Terra e Floresta,2011,"49405663,86"
PR,Mudança de Uso da Terra e Floresta,2012,"43477758,27"
PR,Mudança de Uso da Terra e Floresta,2013,"46914146,11"
PR,Mudança de Uso da Terra e Floresta,2014,"44611581,41"
PR,Mudança de Uso da Terra e Floresta,2015,"56832856,63"
PR,Mudança de Uso da Terra e Floresta,2016,"40239952,19"
PR,Mudança de Uso da Terra e Floresta,2017,"38349748,18"
PR,Mudança de Uso da Terra e Floresta,2018,"40057719,11"
PR,Mudança de Uso da Terra e Floresta,2019,"59529431,0"
PR,Mudança de Uso da Terra e Floresta,2020,"52981977,0"
PR,Mudança de Uso da Terra e Floresta,2021,"85022193,0"
RJ,Mudança de Uso da Terra e Floresta,1990,"18607317,823333"
RJ,Mudança de Uso da Terra e Floresta,1991,"15299916,216669999"
RJ,Mudança de Uso da Terra e Floresta,1992,"14674900,159997"
RJ,Mudança de Uso da Terra e Floresta,1993,"12976565,223337"
RJ,Mudança de Uso da Terra e Floresta,1994,"15052393,400003"
RJ,Mudança de Uso da Terra e Floresta,1995,"9037498,973333"
RJ,Mudança de Uso da Terra e Floresta,1996,"10263290,616663"
RJ,Mudança de Uso da Terra e Floresta,1997,"10430250,900003"
RJ,Mudança de Uso da Terra e Floresta,1998,"13401138,003337"
RJ,Mudança de Uso da Terra e Floresta,1999,"8938089,646663"
RJ,Mudança de Uso da Terra e Floresta,2000,"10470636,143333"
RJ,Mudança de Uso da Terra e Floresta,2001,"9215601,18"
RJ,Mudança de Uso da Terra e Floresta,2002,"7405397,61667"
RJ,Mudança de Uso da Terra e Floresta,2003,"8938854,59667"
RJ,Mudança de Uso da Terra e Floresta,2004,"7102990,473333"
RJ,Mudança de Uso da Terra e Floresta,2005,"4999413,90667"
RJ,Mudança de Uso da Terra e Floresta,2006,"6086995,276663"
RJ,Mudança de Uso da Terra e Floresta,2007,"8228581,119997"
RJ,Mudança de Uso da Terra e Floresta,2008,"8176255,67333"
RJ,Mudança de Uso da Terra e Floresta,2009,"6570014,869997"
RJ,Mudança de Uso da Terra e Floresta,2010,"7584116,310003"
RJ,Mudança de Uso da Terra e Floresta,2011,"9509897,73333"
RJ,Mudança de Uso da Terra e Floresta,2012,"6049213,666667"
RJ,Mudança de Uso da Terra e Floresta,2013,"6037580,36"
RJ,Mudança de Uso da Terra e Floresta,2014,"5365006,69333"
RJ,Mudança de Uso da Terra e Floresta,2015,"7770141,38"
RJ,Mudança de Uso da Terra e Floresta,2016,"4120417,180003"
RJ,Mudança de Uso da Terra e Floresta,2017,"3734072,00333"
RJ,Mudança de Uso da Terra e Floresta,2018,"5304617,183337"
RJ,Mudança de Uso da Terra e Floresta,2019,"5057578,0"
RJ,Mudança de Uso da Terra e Floresta,2020,"4545994,0"
RJ,Mudança de Uso da Terra e Floresta,2021,"7536402,0"
RN,Mudança de Uso da Terra e Floresta,1990,"16221468,4266673"
RN,Mudança de Uso da Terra e Floresta,1991,"9602854,58667"
RN,Mudança de Uso da Terra e Floresta,1992,"12504198,6899963"
RN,Mudança de Uso da Terra e Floresta,1993,"9058194,1200033"
RN,Mudança de Uso da Terra e Floresta,1994,"9396551,5800037"
RN,Mudança de Uso da Terra e Floresta,1995,"5978179,11333667"
RN,Mudança de Uso da Terra e Floresta,1996,"6577479,34"
RN,Mudança de Uso da Terra e Floresta,1997,"16183031,066663"
RN,Mudança de Uso da Terra e Floresta,1998,"12890787,5966667"
RN,Mudança de Uso da Terra e Floresta,1999,"12927155,570003"
RN,Mudança de Uso da Terra e Floresta,2000,"10038683,206663"
RN,Mudança de Uso da Terra e Floresta,2001,"8617890,046666"
RN,Mudança de Uso da Terra e Floresta,2002,"6327712,59"
RN,Mudança de Uso da Terra e Floresta,2003,"7392329,0066703"
RN,Mudança de Uso da Terra e Floresta,2004,"6202340,98333"
RN,Mudança de Uso da Terra e Floresta,2005,"6760260,556664"
RN,Mudança de Uso da Terra e Floresta,2006,"8447824,2733363"
RN,Mudança de Uso da Terra e Floresta,2007,"8697344,66667"
RN,Mudança de Uso da Terra e Floresta,2008,"7699388,9433336"
RN,Mudança de Uso da Terra e Floresta,2009,"4163586,7133333"
RN,Mudança de Uso da Terra e Floresta,2010,"7982156,800003"
RN,Mudança de Uso da Terra e Floresta,2011,"5877584,456666"
RN,Mudança de Uso da Terra e Floresta,2012,"16751344,166663"
RN,Mudança de Uso da Terra e Floresta,2013,"9469123,8333367"
RN,Mudança de Uso da Terra e Floresta,2014,"8866594,929997"
RN,Mudança de Uso da Terra e Floresta,2015,"7513187,873334"
RN,Mudança de Uso da Terra e Floresta,2016,"4897244,1033307"
RN,Mudança de Uso da Terra e Floresta,2017,"7873648,81333"
RN,Mudança de Uso da Terra e Floresta,2018,"2870561,14333"
RN,Mudança de Uso da Terra e Floresta,2019,"3427223,0"
RN,Mudança de Uso da Terra e Floresta,2020,"4832090,0"
RN,Mudança de Uso da Terra e Floresta,2021,"5235522,0"
RO,Mudança de Uso da Terra e Floresta,1990,"249748809,81000003"
RO,Mudança de Uso da Terra e Floresta,1991,"448180538,04"
RO,Mudança de Uso da Terra e Floresta,1992,"536849899,99"
RO,Mudança de Uso da Terra e Floresta,1993,"557343302,79"
RO,Mudança de Uso da Terra e Floresta,1994,"711237951,1133333"
RO,Mudança de Uso da Terra e Floresta,1995,"868483215,3833333"
RO,Mudança de Uso da Terra e Floresta,1996,"803738424,5333333"
RO,Mudança de Uso da Terra e Floresta,1997,"559283372,56"
RO,Mudança de Uso da Terra e Floresta,1998,"504177957,49"
RO,Mudança de Uso da Terra e Floresta,1999,"652707382,5933332"
RO,Mudança de Uso da Terra e Floresta,2000,"608281308,53"
RO,Mudança de Uso da Terra e Floresta,2001,"597718745,8300003"
RO,Mudança de Uso da Terra e Floresta,2002,"783929159,15"
RO,Mudança de Uso da Terra e Floresta,2003,"1164281235,583333"
RO,Mudança de Uso da Terra e Floresta,2004,"777799557,0733337"
RO,Mudança de Uso da Terra e Floresta,2005,"795981034,9233336"
RO,Mudança de Uso da Terra e Floresta,2006,"503420396,0099997"
RO,Mudança de Uso da Terra e Floresta,2007,"389514414,2499997"
RO,Mudança de Uso da Terra e Floresta,2008,"253612303,3466667"
RO,Mudança de Uso da Terra e Floresta,2009,"127769176,8966663"
RO,Mudança de Uso da Terra e Floresta,2010,"116339030,6099997"
RO,Mudança de Uso da Terra e Floresta,2011,"250566500,516667"
RO,Mudança de Uso da Terra e Floresta,2012,"199226566,9633337"
RO,Mudança de Uso da Terra e Floresta,2013,"232577376,4233337"
RO,Mudança de Uso da Terra e Floresta,2014,"237878452,9500003"
RO,Mudança de Uso da Terra e Floresta,2015,"343354305,4999997"
RO,Mudança de Uso da Terra e Floresta,2016,"385663593,2300003"
RO,Mudança de Uso da Terra e Floresta,2017,"358268317,5466663"
RO,Mudança de Uso da Terra e Floresta,2018,"328183486,0299997"
RO,Mudança de Uso da Terra e Floresta,2019,"403342568,0"
RO,Mudança de Uso da Terra e Floresta,2020,"401571006,0"
RO,Mudança de Uso da Terra e Floresta,2021,"411423506,0"
RR,Mudança de Uso da Terra e Floresta,1990,"28788662,49333333"
RR,Mudança de Uso da Terra e Floresta,1991,"31441808,93"
RR,Mudança de Uso da Terra e Floresta,1992,"43231167,97"
RR,Mudança de Uso da Terra e Floresta,1993,"55615386,2633333"
RR,Mudança de Uso da Terra e Floresta,1994,"54661742,99"
RR,Mudança de Uso da Terra e Floresta,1995,"59021129,1333334"
RR,Mudança de Uso da Terra e Floresta,1996,"66090407,82"
RR,Mudança de Uso da Terra e Floresta,1997,"64947452,84"
RR,Mudança de Uso da Terra e Floresta,1998,"81048852,6733333"
RR,Mudança de Uso da Terra e Floresta,1999,"111598509,2833333"
RR,Mudança de Uso da Terra e Floresta,2000,"103234316,1866663"
RR,Mudança de Uso da Terra e Floresta,2001,"122126993,9766663"
RR,Mudança de Uso da Terra e Floresta,2002,"85144006,853333"
RR,Mudança de Uso da Terra e Floresta,2003,"112059533,0866667"
RR,Mudança de Uso da Terra e Floresta,2004,"111505339,8566663"
RR,Mudança de Uso da Terra e Floresta,2005,"93678692,056667"
RR,Mudança de Uso da Terra e Floresta,2006,"65019695,28"
RR,Mudança de Uso da Terra e Floresta,2007,"67393021,7833333"
RR,Mudança de Uso da Terra e Floresta,2008,"78507563,74"
RR,Mudança de Uso da Terra e Floresta,2009,"46459179,7033333"
RR,Mudança de Uso da Terra e Floresta,2010,"39006391,35"
RR,Mudança de Uso da Terra e Floresta,2011,"33571922,3000003"
RR,Mudança de Uso da Terra e Floresta,2012,"48805596,326667"
RR,Mudança de Uso da Terra e Floresta,2013,"74256593,646666"
RR,Mudança de Uso da Terra e Floresta,2014,"108393500,996667"
RR,Mudança de Uso da Terra e Floresta,2015,"131638922,71"
RR,Mudança de Uso da Terra e Floresta,2016,"125701386,976667"
RR,Mudança de Uso da Terra e Floresta,2017,"79996110,136666"
RR,Mudança de Uso da Terra e Floresta,2018,"89443638,12"
RR,Mudança de Uso da Terra e Floresta,2019,"136008710,0"
RR,Mudança de Uso da Terra e Floresta,2020,"102247081,0"
RR,Mudança de Uso da Terra e Floresta,2021,"229462154,0"
RS,Mudança de Uso da Terra e Floresta,1990,"126745739,5266667"
RS,Mudança de Uso da Terra e Floresta,1991,"157909813,50667"
RS,Mudança de Uso da Terra e Floresta,1992,"103452511,566666"
RS,Mudança de Uso da Terra e Floresta,1993,"110938574,699996"
RS,Mudança de Uso da Terra e Floresta,1994,"107536401,146667"
RS,Mudança de Uso da Terra e Floresta,1995,"93257118,69334"
RS,Mudança de Uso da Terra e Floresta,1996,"101889187,93333"
RS,Mudança de Uso da Terra e Floresta,1997,"118685161,140004"
RS,Mudança de Uso da Terra e Floresta,1998,"97029337,363336"
RS,Mudança de Uso da Terra e Floresta,1999,"115996867,193336"
RS,Mudança de Uso da Terra e Floresta,2000,"137528078,079997"
RS,Mudança de Uso da Terra e Floresta,2001,"100939353,99333"
RS,Mudança de Uso da Terra e Floresta,2002,"90956511,103334"
RS,Mudança de Uso da Terra e Floresta,2003,"123915262,983333"
RS,Mudança de Uso da Terra e Floresta,2004,"121532635,510003"
RS,Mudança de Uso da Terra e Floresta,2005,"86654850,306664"
RS,Mudança de Uso da Terra e Floresta,2006,"86831733,906666"
RS,Mudança de Uso da Terra e Floresta,2007,"61233608,733337"
RS,Mudança de Uso da Terra e Floresta,2008,"86526405,06667"
RS,Mudança de Uso da Terra e Floresta,2009,"68106637,829994"
RS,Mudança de Uso da Terra e Floresta,2010,"85570625,006664"
RS,Mudança de Uso da Terra e Floresta,2011,"96730100,79"
RS,Mudança de Uso da Terra e Floresta,2012,"93302183,326666"
RS,Mudança de Uso da Terra e Floresta,2013,"134498192,736667"
RS,Mudança de Uso da Terra e Floresta,2014,"77715961,480003"
RS,Mudança de Uso da Terra e Floresta,2015,"82802364,53334"
RS,Mudança de Uso da Terra e Floresta,2016,"65781725,073333"
RS,Mudança de Uso da Terra e Floresta,2017,"71965860,523333"
RS,Mudança de Uso da Terra e Floresta,2018,"70433619,330003"
RS,Mudança de Uso da Terra e Floresta,2019,"75751024,0"
RS,Mudança de Uso da Terra e Floresta,2020,"93557514,0"
RS,Mudança de Uso da Terra e Floresta,2021,"106766788,0"
SC,Mudança de Uso da Terra e Floresta,1990,"87217624,583333"
SC,Mudança de Uso da Terra e Floresta,1991,"90988024,583333"
SC,Mudança de Uso da Terra e Floresta,1992,"79589462,369997"
SC,Mudança de Uso da Terra e Floresta,1993,"84356124,773337"
SC,Mudança de Uso da Terra e Floresta,1994,"60969685,02667"
SC,Mudança de Uso da Terra e Floresta,1995,"62413587,836663"
SC,Mudança de Uso da Terra e Floresta,1996,"63443300,03667"
SC,Mudança de Uso da Terra e Floresta,1997,"86983397,040003"
SC,Mudança de Uso da Terra e Floresta,1998,"52862575,41333"
SC,Mudança de Uso da Terra e Floresta,1999,"72383668,330003"
SC,Mudança de Uso da Terra e Floresta,2000,"61239338,24667"
SC,Mudança de Uso da Terra e Floresta,2001,"51985467,433337"
SC,Mudança de Uso da Terra e Floresta,2002,"63782089,780003"
SC,Mudança de Uso da Terra e Floresta,2003,"61754127,176667"
SC,Mudança de Uso da Terra e Floresta,2004,"58320132,150003"
SC,Mudança de Uso da Terra e Floresta,2005,"59734748,689997"
SC,Mudança de Uso da Terra e Floresta,2006,"64277935,160003"
SC,Mudança de Uso da Terra e Floresta,2007,"48660532,820003"
SC,Mudança de Uso da Terra e Floresta,2008,"40578059,743333"
SC,Mudança de Uso da Terra e Floresta,2009,"47121327,13667"
SC,Mudança de Uso da Terra e Floresta,2010,"42043285,21667"
SC,Mudança de Uso da Terra e Floresta,2011,"30622297,260003"
SC,Mudança de Uso da Terra e Floresta,2012,"33417560,16"
SC,Mudança de Uso da Terra e Floresta,2013,"35891201,586667"
SC,Mudança de Uso da Terra e Floresta,2014,"35399932,226663"
SC,Mudança de Uso da Terra e Floresta,2015,"36093442,99333"
SC,Mudança de Uso da Terra e Floresta,2016,"28760640,143333"
SC,Mudança de Uso da Terra e Floresta,2017,"30209235,94"
SC,Mudança de Uso da Terra e Floresta,2018,"41699888,02"
SC,Mudança de Uso da Terra e Floresta,2019,"48853610,0"
SC,Mudança de Uso da Terra e Floresta,2020,"43959385,0"
SC,Mudança de Uso da Terra e Floresta,2021,"72336149,0"
SE,Mudança de Uso da Terra e Floresta,1990,"12240449,36333367"
SE,Mudança de Uso da Terra e Floresta,1991,"11539082,04999933"
SE,Mudança de Uso da Terra e Floresta,1992,"12283473,82999933"
SE,Mudança de Uso da Terra e Floresta,1993,"10579955,77666733"
SE,Mudança de Uso da Terra e Floresta,1994,"10020505,57"
SE,Mudança de Uso da Terra e Floresta,1995,"9097360,253333"
SE,Mudança de Uso da Terra e Floresta,1996,"5600502,87"
SE,Mudança de Uso da Terra e Floresta,1997,"7152259,686667333"
SE,Mudança de Uso da Terra e Floresta,1998,"4588930,08"
SE,Mudança de Uso da Terra e Floresta,1999,"6012802,3"
SE,Mudança de Uso da Terra e Floresta,2000,"6748859,45999967"
SE,Mudança de Uso da Terra e Floresta,2001,"4817959,85"
SE,Mudança de Uso da Terra e Floresta,2002,"5338311,063333667"
SE,Mudança de Uso da Terra e Floresta,2003,"5599700,79333333"
SE,Mudança de Uso da Terra e Floresta,2004,"4474405,13666633"
SE,Mudança de Uso da Terra e Floresta,2005,"4082275,0633333"
SE,Mudança de Uso da Terra e Floresta,2006,"4026301,45999967"
SE,Mudança de Uso da Terra e Floresta,2007,"3021235,6866663"
SE,Mudança de Uso da Terra e Floresta,2008,"3156142,37"
SE,Mudança de Uso da Terra e Floresta,2009,"3122921,2800003"
SE,Mudança de Uso da Terra e Floresta,2010,"3512417,3700007"
SE,Mudança de Uso da Terra e Floresta,2011,"3638919,9666667"
SE,Mudança de Uso da Terra e Floresta,2012,"4794785,4300003"
SE,Mudança de Uso da Terra e Floresta,2013,"4555692,6466663"
SE,Mudança de Uso da Terra e Floresta,2014,"2696837,9800003"
SE,Mudança de Uso da Terra e Floresta,2015,"2467738,0766667"
SE,Mudança de Uso da Terra e Floresta,2016,"2639591,4699993"
SE,Mudança de Uso da Terra e Floresta,2017,"2847528,823333"
SE,Mudança de Uso da Terra e Floresta,2018,"2090336,24"
SE,Mudança de Uso da Terra e Floresta,2019,"2148416,0"
SE,Mudança de Uso da Terra e Floresta,2020,"2078282,0"
SE,Mudança de Uso da Terra e Floresta,2021,"3180654,0"
SP,Mudança de Uso da Terra e Floresta,1990,"110514096,83"
SP,Mudança de Uso da Terra e Floresta,1991,"122522414,873333"
SP,Mudança de Uso da Terra e Floresta,1992,"79646549,986673"
SP,Mudança de Uso da Terra e Floresta,1993,"86024726,926677"
SP,Mudança de Uso da Terra e Floresta,1994,"118398771,773337"
SP,Mudança de Uso da Terra e Floresta,1995,"90218268,270003"
SP,Mudança de Uso da Terra e Floresta,1996,"83448147,773337"
SP,Mudança de Uso da Terra e Floresta,1997,"78362251,219997"
SP,Mudança de Uso da Terra e Floresta,1998,"58932846,063337"
SP,Mudança de Uso da Terra e Floresta,1999,"71690111,486663"
SP,Mudança de Uso da Terra e Floresta,2000,"68050315,770003"
SP,Mudança de Uso da Terra e Floresta,2001,"52417016,633327"
SP,Mudança de Uso da Terra e Floresta,2002,"54401564,683337"
SP,Mudança de Uso da Terra e Floresta,2003,"55153222,210003"
SP,Mudança de Uso da Terra e Floresta,2004,"58625922,023333"
SP,Mudança de Uso da Terra e Floresta,2005,"51932346,456663"
SP,Mudança de Uso da Terra e Floresta,2006,"48791316,086657"
SP,Mudança de Uso da Terra e Floresta,2007,"56275624,319993"
SP,Mudança de Uso da Terra e Floresta,2008,"62949661,206677"
SP,Mudança de Uso da Terra e Floresta,2009,"52945828,06666"
SP,Mudança de Uso da Terra e Floresta,2010,"47313378,23334"
SP,Mudança de Uso da Terra e Floresta,2011,"49079532,850003"
SP,Mudança de Uso da Terra e Floresta,2012,"47805241,706663"
SP,Mudança de Uso da Terra e Floresta,2013,"57847258,530003"
SP,Mudança de Uso da Terra e Floresta,2014,"54976727,840003"
SP,Mudança de Uso da Terra e Floresta,2015,"48182997,749993"
SP,Mudança de Uso da Terra e Floresta,2016,"35178768,73"
SP,Mudança de Uso da Terra e Floresta,2017,"35911808,02"
SP,Mudança de Uso da Terra e Floresta,2018,"34209711,596667"
SP,Mudança de Uso da Terra e Floresta,2019,"57283195,0"
SP,Mudança de Uso da Terra e Floresta,2020,"43037170,0"
SP,Mudança de Uso da Terra e Floresta,2021,"62206795,0"
TO,Mudança de Uso da Terra e Floresta,1990,"203432920,4799963"
TO,Mudança de Uso da Terra e Floresta,1991,"180359705,47"
TO,Mudança de Uso da Terra e Floresta,1992,"234406591,873333"
TO,Mudança de Uso da Terra e Floresta,1993,"195413215,59666333"
TO,Mudança de Uso da Terra e Floresta,1994,"172149498,3433363"
TO,Mudança de Uso da Terra e Floresta,1995,"237755647,41999698"
TO,Mudança de Uso da Terra e Floresta,1996,"179869107,85333"
TO,Mudança de Uso da Terra e Floresta,1997,"166193790,553334"
TO,Mudança de Uso da Terra e Floresta,1998,"134541148,72999632"
TO,Mudança de Uso da Terra e Floresta,1999,"154972567,76333666"
TO,Mudança de Uso da Terra e Floresta,2000,"153238521,29999968"
TO,Mudança de Uso da Terra e Floresta,2001,"150686741,10666934"
TO,Mudança de Uso da Terra e Floresta,2002,"112232816,35000333"
TO,Mudança de Uso da Terra e Floresta,2003,"130187022,26333633"
TO,Mudança de Uso da Terra e Floresta,2004,"147741940,80000067"
TO,Mudança de Uso da Terra e Floresta,2005,"132039732,32"
TO,Mudança de Uso da Terra e Floresta,2006,"118967409,98666367"
TO,Mudança de Uso da Terra e Floresta,2007,"88560209,81000333"
TO,Mudança de Uso da Terra e Floresta,2008,"96479805,56333032"
TO,Mudança de Uso da Terra e Floresta,2009,"75136137,07999733"
TO,Mudança de Uso da Terra e Floresta,2010,"76367105,5066697"
TO,Mudança de Uso da Terra e Floresta,2011,"77105880,70666967"
TO,Mudança de Uso da Terra e Floresta,2012,"109962126,693337"
TO,Mudança de Uso da Terra e Floresta,2013,"152887164,27666333"
TO,Mudança de Uso da Terra e Floresta,2014,"122582064,42333667"
TO,Mudança de Uso da Terra e Floresta,2015,"141909145,3666667"
TO,Mudança de Uso da Terra e Floresta,2016,"109834076,35332967"
TO,Mudança de Uso da Terra e Floresta,2017,"99496131,896667"
TO,Mudança de Uso da Terra e Floresta,2018,"101594980,27666667"
TO,Mudança de Uso da Terra e Floresta,2019,"98015320,0"
TO,Mudança de Uso da Terra e Floresta,2020,"56939774,0"
TO,Mudança de Uso da Terra e Floresta,2021,"108978492,0"
AL,Processos Industriais,1990,"585788,273832008"
AL,Processos Industriais,1991,"590081,476488436"
AL,Processos Industriais,1992,"534636,723085604"
AL,Processos Industriais,1993,"462481,379499948"
AL,Processos Industriais,1994,"462803,861922712"
AL,Processos Industriais,1995,"439614,5058462"
AL,Processos Industriais,1996,"465497,190352852"
AL,Processos Industriais,1997,"587812,499581648"
AL,Processos Industriais,1998,"909227,89232244"
AL,Processos Industriais,1999,"920974,918399068"
AL,Processos Industriais,2000,"789687,84062506"
AL,Processos Industriais,2001,"704452,707216056"
AL,Processos Industriais,2002,"617704,236837748"
AL,Processos Industriais,2003,"533952,280621832"
AL,Processos Industriais,2004,"553287,572254336"
AL,Processos Industriais,2005,"648031,313783748"
AL,Processos Industriais,2006,"675166,010263756"
AL,Processos Industriais,2007,"786268,823440956"
AL,Processos Industriais,2008,"808120,37714066"
AL,Processos Industriais,2009,"601671,903685236"
AL,Processos Industriais,2010,"970828,154338008"
AL,Processos Industriais,2011,"1016920,885701236"
AL,Processos Industriais,2012,"1012599,692135932"
AL,Processos Industriais,2013,"1178327,54815028"
AL,Processos Industriais,2014,"1198147,568534184"
AL,Processos Industriais,2015,"841413,726071956"
AL,Processos Industriais,2016,"541595,467964328"
AL,Processos Industriais,2017,"216023,233507098"
AL,Processos Industriais,2018,"84484,0477777436"
AL,Processos Industriais,2019,"480326,79902752"
AL,Processos Industriais,2020,"579783,276483288"
AL,Processos Industriais,2021,"513586,818816924"
AM,Processos Industriais,1990,"662993,524966132"
AM,Processos Industriais,1991,"693339,8233327"
AM,Processos Industriais,1992,"478408,824431352"
AM,Processos Industriais,1993,"551817,529625648"
AM,Processos Industriais,1994,"534528,70617218"
AM,Processos Industriais,1995,"519358,228875228"
AM,Processos Industriais,1996,"591491,191748752"
AM,Processos Industriais,1997,"691558,732753424"
AM,Processos Industriais,1998,"811635,0377383"
AM,Processos Industriais,1999,"918874,788197968"
AM,Processos Industriais,2000,"1002957,0305323"
AM,Processos Industriais,2001,"965467,9248843"
AM,Processos Industriais,2002,"932890,994700612"
AM,Processos Industriais,2003,"899366,550879792"
AM,Processos Industriais,2004,"926572,25433526"
AM,Processos Industriais,2005,"929784,058907116"
AM,Processos Industriais,2006,"934618,450889128"
AM,Processos Industriais,2007,"1009439,10979356"
AM,Processos Industriais,2008,"1127880,238599192"
AM,Processos Industriais,2009,"962086,613716736"
AM,Processos Industriais,2010,"1044288,444948152"
AM,Processos Industriais,2011,"1171043,456197032"
AM,Processos Industriais,2012,"1130712,316254208"
AM,Processos Industriais,2013,"1111912,243449432"
AM,Processos Industriais,2014,"919810,702708188"
AM,Processos Industriais,2015,"960713,680599488"
AM,Processos Industriais,2016,"923302,227108952"
AM,Processos Industriais,2017,"805510,811712368"
AM,Processos Industriais,2018,"493741,738170716"
AM,Processos Industriais,2019,"544091,851362088"
AM,Processos Industriais,2020,"937218,742664248"
AM,Processos Industriais,2021,"701099,97219074"
BA,Processos Industriais,1990,"5426847,616915068"
BA,Processos Industriais,1991,"5117328,366658438"
BA,Processos Industriais,1992,"5149941,849867129"
BA,Processos Industriais,1993,"4930096,143938566"
BA,Processos Industriais,1994,"5323224,141999793"
BA,Processos Industriais,1995,"5662007,917687249"
BA,Processos Industriais,1996,"5819703,827753441"
BA,Processos Industriais,1997,"5679624,469062333"
BA,Processos Industriais,1998,"5224806,955015604"
BA,Processos Industriais,1999,"5388652,946206962"
BA,Processos Industriais,2000,"4818964,539202526"
BA,Processos Industriais,2001,"4141474,6780424374"
BA,Processos Industriais,2002,"4348698,747515503"
BA,Processos Industriais,2003,"5338490,937521951"
BA,Processos Industriais,2004,"5361324,962295473"
